predicted UG_average_fees_(in_pounds),predicted PG_average_fees_(in_pounds),truth UG_average_fees_(in_pounds),truth PG_average_fees_(in_pounds)
15602.857142857143,17427.061224489797,14900,18000
14325.816326530612,15120.357142857143,13500,14000
14863.163265306122,15473.438775510203,14500,14500
15004.081632653062,15237.295918367347,13200,13900
14489.84693877551,15074.948979591836,13000,13000
13800.061224489797,13950.448979591836,14000,14000
13779.316326530612,14092.316326530612,12500,14450
14022.755102040815,14282.602040816326,14000,13500
12450.979591836734,13185.65306122449,10766,10689
11194.540816326531,12185.867346938776,10800,10800
11839.040816326531,12302.489795918367,11150,11500
11247.19387755102,11180.714285714286,12500,13000
11164.775510204081,12206.80612244898,10250,10250
13943.214285714286,14255.683673469388,13000,14000
11804.551020408164,12345.551020408164,11750,12200
14842.755102040815,14988.57142857143,15950,17250
10791.020408163266,11462.448979591836,10000,11500
10826.122448979591,11453.979591836734,11120,11400
11347.397959183674,11639.69387755102,10467,11133
13035.357142857143,13260.15306122449,13500,13500
11593.755102040815,12008.948979591836,11250,12000
10154.591836734693,9518.061224489797,10500,10500
11438.724489795919,11954.438775510203,12000,14000
10973.5,11406.704081632653,12660,12830
10617.448979591836,11161.42857142857,11250,11250
10822.65306122449,11129.948979591836,10700,11700
