predicted UG_average_fees_(in_pounds),predicted PG_average_fees_(in_pounds),truth UG_average_fees_(in_pounds),truth PG_average_fees_(in_pounds)
18730.74387994115,20181.194922742197,15660,17250
13907.990461590243,14867.293613162088,13500,14000
14679.735249418338,16014.166085313867,15200,14800
16736.74988791328,17155.02934784511,14500,14500
16670.296623547692,17498.953383758766,14500,14500
18255.000280895074,18931.05026892075,15850,16500
13401.241366063592,14543.205987866966,13020,13420
12706.614935401341,13176.318042664756,13280,13430
13081.675839812558,14104.857143761878,14250,13850
12567.392989775262,13639.490100456807,11275,11900
13599.866941126982,14779.098071746535,12890,12890
10877.339747607362,11029.968008743817,11250,11250
11123.755536006916,11727.995954349577,11150,11500
10508.60394865129,10746.195558415846,11500,12700
11218.421363560843,12190.178974317376,12000,12500
14437.62957756712,15641.067422414037,13000,14000
11455.339406286386,11832.538068083211,10500,10500
11436.880986133281,11933.710547783032,11000,12000
9889.984497387368,9736.76326460478,13500,14500
11183.526177835764,11652.871036355573,10000,6000
10368.40380496216,10726.04432334819,10800,12500
12953.347228583523,13491.32207464892,12000,14000
9882.352001057116,9390.182598360074,10500,10500
11315.665307245303,11750.489690139959,12660,12830
8859.843477824099,8110.029382750445,11250,11250
12096.583053988335,13179.592112827298,9250,9250
