predicted UG_average_fees_(in_pounds),predicted PG_average_fees_(in_pounds),truth UG_average_fees_(in_pounds),truth PG_average_fees_(in_pounds)
20365.408163265307,20548.34693877551,21750,23187
15892.448979591836,17634.11224489796,14900,18000
14789.387755102041,15022.224489795919,14500,14500
13972.959183673469,14201.173469387755,13850,16200
15625.102040816326,16713.551020408162,15600,17040
13041.19387755102,13566.765306122448,13800,15050
14517.142857142857,14936.836734693878,13300,13300
13801.938775510203,13774.132653061224,13280,13430
12607.5,12852.80612244898,11275,11900
14601.102040816326,15415.683673469388,13650,13950
11580.622448979591,12668.561224489797,10650,10995
12153.357142857143,12704.959183673469,12495,12495
11680.755102040815,12051.540816326531,11500,11500
11205.785714285714,11834.469387755102,12000,12500
10996.663265306122,11869.969387755102,10250,10250
11295.204081632653,11683.673469387755,10000,10000
11020.387755102041,11629.663265306122,10700,11000
10780.142857142857,11442.816326530612,10750,10950
12414.408163265307,13101.0,17160,14140
11040.57142857143,11746.92857142857,11120,11400
10723.367346938776,10049.897959183674,9250,9250
10669.112244897959,11226.755102040815,12100,12650
11340.408163265307,12036.581632653062,8350,9600
10987.142857142857,12045.510204081633,10000,10000
11010.0,11079.367346938776,11400,13500
11119.642857142857,11251.07142857143,10700,11700
