predicted UG_average_fees_(in_pounds),predicted PG_average_fees_(in_pounds),truth UG_average_fees_(in_pounds),truth PG_average_fees_(in_pounds)
19432.65306122449,22689.602040816328,15660,17250
14293.632653061224,15072.489795918367,13500,14000
15092.581632653062,17766.30612244898,15200,14800
15349.755102040815,17887.826530612245,14500,14500
15735.469387755102,17912.673469387755,14500,14500
16844.34693877551,19875.673469387755,15850,16500
12888.163265306122,13425.15306122449,13020,13420
13413.908163265307,14133.234693877552,13280,13430
13500.979591836734,13846.520408163266,14250,13850
12543.69387755102,13000.795918367347,11275,11900
13074.755102040815,13427.642857142857,12890,12890
11837.581632653062,12095.785714285714,11250,11250
11246.265306122448,11513.479591836734,11150,11500
11571.683673469388,12049.183673469388,11500,12700
11327.438775510203,12038.479591836734,12000,12500
13566.663265306122,13932.92857142857,13000,14000
11428.224489795919,11964.326530612245,10500,10500
11513.69387755102,11980.897959183674,11000,12000
11508.173469387755,11838.969387755102,13500,14500
10730.15306122449,11142.040816326531,10000,6000
10298.57142857143,10832.908163265307,10800,12500
11901.989795918367,12561.683673469388,12000,14000
10538.316326530612,10662.908163265307,10500,10500
10819.877551020409,11303.183673469388,12660,12830
10166.683673469388,10669.081632653062,11250,11250
12524.081632653062,12547.857142857143,9250,9250
